Product keyword,Seller Facing Fee Category,Risk Factor
industrial - Lab & Scientific Products - Glassware & Labware - Microplates - Coated Microplates,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Microplates - Filtering Microplates,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Microplates - Genomic Microplates,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Microplates - Nonbinding Microplates,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Microplates - Small Volume Microplates,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Microplates - Storage Microplates,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Mortar & Pestles,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Supports & Apparatus,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Supports & Apparatus - Clamp Holders,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Supports & Apparatus - Distillation Apparatus,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Supports & Apparatus - Lab Beaker Clamps,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Supports & Apparatus - Support Rings,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Supports & Apparatus - Support Stands,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Supports & Apparatus - Test Tube Clamps,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Glassware & Labware - Supports & Apparatus - Water Bath Clamps,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Acids,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Alcohols,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Analytical Reagents,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Aqueous Solutions,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Bases,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Buffers,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Catalysts,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Caustics,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Electrolyte Solutions,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Inorganic Reagents,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Organic Reagents,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Phenols,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Salts,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Solvents,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Chemicals - Standards,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Bench Protectors,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Benches,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Cabinets,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Carts,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Desks,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Lockers,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Racks,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Racks - Bottle Racks,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Racks - Drying Racks,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Racks - Microcentrifuge Tube Racks,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Racks - Pipette Racks,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Racks - Tube Racks,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Racks - Washing Racks,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Seats,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
industrial - Lab & Scientific Products - Lab Furniture - Lab Supply Dispensers,"Other Hardline - Business and Industrial Supplies - Robotics, Lab supplies, Soldering equipment, Personal Protective equipment (excluding masks) and PPE kits",Low Risk
